Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Payment Mode,Return,cost,Discount
6867,US-2019-126452,"Wednesday, August 21, 2019","Wednesday, August 28, 2019",Standard Class,SC-20230,Scot Coram,Corporate,United States,Los Angeles,California,West,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,254.97,3,91.7892,COD,No,163.1808,13.76838
3019,US-2019-160528,"Friday, August 23, 2019","Friday, August 30, 2019",Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Pharr,Texas,Central,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,666.4,7,-33.32,COD,Yes,699.72,-4.998
7991,US-2019-117793,"Friday, August 23, 2019","Thursday, August 29, 2019",Standard Class,MA-17560,Matt Abelman,Home Office,United States,Sheboygan,Wisconsin,Central,TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,1.98,2,0.891,COD,Yes,1.089,0.13365
3933,CA-2019-132094,"Monday, August 26, 2019","Monday, September 2, 2019",Standard Class,VG-21805,Vivek Grady,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,47.984,2,13.1956,Online,No,34.7884,1.97934
5448,US-2019-127425,"Monday, August 26, 2019","Saturday, August 31, 2019",Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,249.95,5,87.4825,Online,No,162.4675,13.122375
6695,US-2019-163538,"Monday, August 26, 2019","Friday, August 30, 2019",Standard Class,SS-20515,Shirley Schmidt,Home Office,United States,Franklin,Wisconsin,Central,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,47.97,3,14.8707,Online,No,33.0993,2.230605
7706,CA-2019-114601,"Monday, August 26, 2019","Monday, September 2, 2019",Standard Class,AA-10480,Andrew Allen,Consumer,United States,Detroit,Michigan,Central,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3,163.1898,COD,Yes,316.7802,24.47847
101,CA-2019-158568,"Thursday, August 29, 2019","Monday, September 2, 2019",Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,Central,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,-10.7973,COD,No,106.7733,-1.619595
6077,CA-2019-151561,"Sunday, September 1, 2019","Saturday, September 7, 2019",Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,6,206.316,COD,Yes,262.584,30.9474
6078,CA-2019-151561,"Sunday, September 1, 2019","Saturday, September 7, 2019",Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,East,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,72.48,2,30.4416,Cards,Yes,42.0384,4.56624
7082,CA-2019-106950,"Monday, September 2, 2019","Friday, September 6, 2019",Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,South,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1012.68,3,303.804,COD,No,708.876,45.5706
9074,CA-2019-142524,"Wednesday, September 4, 2019","Sunday, September 8, 2019",Standard Class,MB-18085,Mick Brown,Consumer,United States,Springfield,Missouri,Central,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,279.95,5,67.188,COD,No,212.762,10.0782
3524,CA-2019-137673,"Thursday, September 5, 2019","Tuesday, September 10, 2019",Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,San Diego,California,West,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,116,8,29,Cards,Yes,87,4.35
5083,CA-2019-155138,"Sunday, September 8, 2019","Thursday, September 12, 2019",Standard Class,JM-15580,Jill Matthias,Consumer,United States,Monroe,North Carolina,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,35.168,4,8.3524,Online,Yes,26.8156,1.25286
252,CA-2019-145625,"Wednesday, September 11, 2019","Tuesday, September 17, 2019",Standard Class,KC-16540,Kelly Collister,Consumer,United States,San Diego,California,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,3347.37,13,636.0003,Online,Yes,2711.3697,95.400045
6842,CA-2019-123946,"Thursday, September 12, 2019","Tuesday, September 17, 2019",Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Springfield,Virginia,South,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,20.7,3,1.656,Online,Yes,19.044,0.2484
3719,CA-2019-142370,"Thursday, September 19, 2019","Monday, September 23, 2019",Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Columbus,Georgia,South,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,249.95,5,107.4785,Online,No,142.4715,16.121775
5620,US-2019-124163,"Wednesday, September 25, 2019","Monday, September 30, 2019",Standard Class,SC-20695,Steve Chapman,Corporate,United States,La Crosse,Wisconsin,Central,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,499.95,5,174.9825,Cards,No,324.9675,26.247375
4034,CA-2019-169957,"Thursday, September 26, 2019","Monday, September 30, 2019",Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Covington,Washington,West,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100,4,21,Cards,Yes,79,3.15
7730,US-2019-109260,"Thursday, September 26, 2019","Tuesday, October 1, 2019",Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Tallahassee,Florida,South,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),431.976,3,-75.5958,Cards,No,507.5718,-11.33937
3500,CA-2019-108616,"Sunday, September 29, 2019","Thursday, October 3, 2019",Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Mobile,Alabama,South,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,209.97,3,71.3898,Online,No,138.5802,10.70847
9987,CA-2019-125794,"Sunday, September 29, 2019","Thursday, October 3, 2019",Standard Class,ML-17410,Maris LaWare,Consumer,United States,Los Angeles,California,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1,15.2208,Online,No,21.0192,2.28312
2164,CA-2019-154018,"Sunday, October 13, 2019","Saturday, October 19, 2019",Standard Class,HA-14920,Helen Andreada,Consumer,United States,Laredo,Texas,Central,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,191.976,3,23.997,Online,Yes,167.979,3.59955
1485,US-2019-108098,"Monday, October 14, 2019","Friday, October 18, 2019",Standard Class,CP-12340,Christine Phan,Corporate,United States,Seattle,Washington,West,TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,177,3,30.09,Online,No,146.91,4.5135
3802,CA-2019-156503,"Monday, October 14, 2019","Sunday, October 20, 2019",Standard Class,NC-18415,Nathan Cano,Consumer,United States,Jacksonville,North Carolina,South,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,22.704,1,5.9598,COD,Yes,16.7442,0.89397
9514,CA-2019-125220,"Monday, October 14, 2019","Saturday, October 19, 2019",Standard Class,BE-11410,Bobby Elias,Consumer,United States,Appleton,Wisconsin,Central,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1649.75,5,544.4175,COD,Yes,1105.3325,81.662625
8030,CA-2019-166373,"Monday, October 21, 2019","Friday, October 25, 2019",Standard Class,JF-15565,Jill Fjeld,Consumer,United States,San Antonio,Texas,Central,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,106.08,6,-9.282,COD,Yes,115.362,-1.3923
8694,CA-2019-118311,"Thursday, October 24, 2019","Monday, October 28, 2019",Standard Class,ED-13885,Emily Ducich,Home Office,United States,San Francisco,California,West,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,450,5,162,Online,Yes,288,24.3
4061,CA-2019-129196,"Friday, November 1, 2019","Thursday, November 7, 2019",Standard Class,XP-21865,Xylona Preis,Consumer,United States,Chicago,Illinois,Central,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,68.112,3,17.8794,Online,Yes,50.2326,2.68191
8967,CA-2019-134180,"Sunday, November 3, 2019","Thursday, November 7, 2019",Standard Class,JP-16135,Julie Prescott,Home Office,United States,Philadelphia,Pennsylvania,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,72,1,14.4,COD,Yes,57.6,2.16
4269,US-2019-131611,"Tuesday, November 5, 2019","Saturday, November 9, 2019",Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,Central,TEC-AC-10004001,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,171.96,5,45.1395,Online,Yes,126.8205,6.770925
6939,CA-2019-125094,"Tuesday, November 5, 2019","Saturday, November 9, 2019",Standard Class,NP-18700,Nora Preis,Consumer,United States,Seattle,Washington,West,TEC-AC-10004420,Technology,Accessories,Cherry 142-key Programmable Keyboard,479.72,4,52.7692,Online,No,426.9508,7.91538
3061,CA-2019-144554,"Thursday, November 7, 2019","Tuesday, November 12, 2019",Standard Class,DM-13345,Denise Monton,Corporate,United States,Newark,Ohio,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,119.976,3,22.4955,Online,No,97.4805,3.374325
9044,CA-2019-168830,"Thursday, November 7, 2019","Wednesday, November 13, 2019",Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,San Francisco,California,West,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3,163.1898,COD,Yes,316.7802,24.47847
8614,CA-2019-138233,"Saturday, November 9, 2019","Thursday, November 14, 2019",Standard Class,PF-19165,Philip Fox,Consumer,United States,Oakland,California,West,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,479.97,3,177.5889,Online,No,302.3811,26.638335
3641,CA-2019-145177,"Sunday, November 10, 2019","Thursday, November 14, 2019",Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,East,TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",178.92,7,-29.0745,Online,No,207.9945,-4.361175
3894,US-2019-144547,"Sunday, November 10, 2019","Thursday, November 14, 2019",Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Houston,Texas,Central,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,279.944,7,48.9902,COD,No,230.9538,7.34853
1780,CA-2019-124667,"Monday, November 11, 2019","Saturday, November 16, 2019",Standard Class,BD-11770,Bryan Davis,Consumer,United States,New York City,New York,East,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,59.97,3,14.9925,Online,Yes,44.9775,2.248875
2514,CA-2019-124506,"Monday, November 11, 2019","Sunday, November 17, 2019",Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Chicago,Illinois,Central,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,95.968,4,1.1996,COD,No,94.7684,0.17994
7031,CA-2019-145548,"Monday, November 11, 2019","Saturday, November 16, 2019",Standard Class,EB-13750,Edward Becker,Corporate,United States,New York City,New York,East,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,36,2,6.48,Cards,No,29.52,0.972
1076,CA-2019-134348,"Tuesday, November 12, 2019","Tuesday, November 19, 2019",Standard Class,MS-17710,Maurice Satty,Consumer,United States,Mesa,Arizona,West,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,31.984,2,1.999,COD,No,29.985,0.29985
1911,CA-2019-105963,"Friday, November 15, 2019","Friday, November 22, 2019",Standard Class,SC-20770,Stewart Carmichael,Corporate,United States,Los Angeles,California,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3,40.7499,Online,Yes,58.6401,6.112485
8158,CA-2019-103464,"Monday, November 18, 2019","Friday, November 22, 2019",Standard Class,PG-18820,Patrick Gardner,Consumer,United States,San Diego,California,West,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,595,5,95.2,Online,No,499.8,14.28
6835,CA-2019-142615,"Wednesday, November 20, 2019","Sunday, November 24, 2019",Standard Class,BM-11575,Brendan Murry,Corporate,United States,Montebello,California,West,TEC-AC-10004803,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,27.88,2,3.9032,Cards,No,23.9768,0.58548
5893,CA-2019-146157,"Thursday, November 21, 2019","Tuesday, November 26, 2019",Standard Class,RD-19720,Roger Demir,Consumer,United States,Chicago,Illinois,Central,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,81.576,3,2.0394,Cards,No,79.5366,0.30591
6085,US-2019-132577,"Friday, November 22, 2019","Wednesday, November 27, 2019",Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,Houston,Texas,Central,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,24.032,2,-0.6008,COD,Yes,24.6328,-0.09012
3891,US-2019-163881,"Sunday, November 24, 2019","Saturday, November 30, 2019",Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,West,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9,2,217.767,Online,Yes,442.133,32.66505
3893,US-2019-163881,"Sunday, November 24, 2019","Saturday, November 30, 2019",Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,West,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,559.92,8,190.3728,Online,No,369.5472,28.55592
7689,CA-2019-169838,"Monday, November 25, 2019","Friday, November 29, 2019",Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Jackson,Michigan,Central,TEC-AC-10004518,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,160,8,62.4,Online,No,97.6,9.36
7774,CA-2019-108196,"Monday, November 25, 2019","Monday, December 2, 2019",Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Lancaster,Ohio,East,TEC-AC-10000926,Technology,Accessories,NETGEAR RangeMax WNR1000 Wireless Router,59.976,3,11.9952,Cards,Yes,47.9808,1.79928
8496,CA-2019-143154,"Monday, December 2, 2019","Sunday, December 8, 2019",Standard Class,AS-10225,Alan Schoenberger,Corporate,United States,Longmont,Colorado,West,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,165.6,3,-6.21,Cards,No,171.81,-0.9315
5748,CA-2019-113733,"Sunday, December 8, 2019","Thursday, December 12, 2019",Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,South,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,68.112,3,17.8794,Online,Yes,50.2326,2.68191
5749,CA-2019-113733,"Sunday, December 8, 2019","Thursday, December 12, 2019",Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,South,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,16.56,3,-2.484,Online,No,19.044,-0.3726
3740,CA-2019-133340,"Monday, December 9, 2019","Friday, December 13, 2019",Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Jackson,Michigan,Central,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,59.98,2,25.1916,COD,No,34.7884,3.77874
2196,CA-2019-128412,"Tuesday, December 10, 2019","Tuesday, December 17, 2019",Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5,8.5025,Cards,No,36.2475,1.275375
5251,US-2019-169369,"Thursday, December 12, 2019","Wednesday, December 18, 2019",Standard Class,EC-14050,Erin Creighton,Consumer,United States,Columbus,Georgia,South,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,249.95,5,19.996,COD,No,229.954,2.9994
456,CA-2019-100153,"Friday, December 13, 2019","Tuesday, December 17, 2019",Standard Class,KH-16630,Ken Heidel,Corporate,United States,Norman,Oklahoma,Central,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,63.88,4,24.9132,Cards,Yes,38.9668,3.73698
8685,CA-2019-155446,"Monday, December 16, 2019","Monday, December 23, 2019",Standard Class,TN-21040,Tanja Norvell,Home Office,United States,San Diego,California,West,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,21.21,7,4.4541,COD,No,16.7559,0.668115
8415,CA-2019-147109,"Tuesday, December 17, 2019","Saturday, December 21, 2019",Standard Class,AH-10075,Adam Hart,Corporate,United States,Arlington,Texas,Central,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,165.6,3,-6.21,Cards,Yes,171.81,-0.9315
5023,CA-2019-133795,"Wednesday, December 18, 2019","Tuesday, December 24, 2019",Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,San Diego,California,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,772.47,3,146.7693,Online,No,625.7007,22.015395
5022,CA-2019-133795,"Wednesday, December 18, 2019","Tuesday, December 24, 2019",Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,San Diego,California,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,72.64,2,21.792,COD,No,50.848,3.2688
3516,CA-2019-168536,"Friday, December 20, 2019","Tuesday, December 24, 2019",Standard Class,SC-20800,Stuart Calhoun,Consumer,United States,Jackson,Mississippi,South,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,66.3,3,8.619,Cards,No,57.681,1.29285
7891,CA-2019-148684,"Wednesday, December 25, 2019","Sunday, December 29, 2019",Standard Class,TS-21655,Trudy Schmidt,Consumer,United States,Fayetteville,Arkansas,South,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,399.98,2,171.9914,COD,Yes,227.9886,25.79871
6803,CA-2019-109827,"Wednesday, December 25, 2019","Wednesday, January 1, 2020",Standard Class,LW-16825,Laurel Workman,Corporate,United States,Phoenix,Arizona,West,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,100.8,2,21.42,Online,No,79.38,3.213
6802,CA-2019-109827,"Wednesday, December 25, 2019","Wednesday, January 1, 2020",Standard Class,LW-16825,Laurel Workman,Corporate,United States,Phoenix,Arizona,West,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,45.12,3,-7.896,Online,Yes,53.016,-1.1844
3351,CA-2019-147536,"Thursday, December 26, 2019","Tuesday, December 31, 2019",Standard Class,AR-10510,Andrew Roberts,Consumer,United States,New York City,New York,East,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,89.97,3,18.8937,Online,Yes,71.0763,2.834055
9865,CA-2020-113278,"Tuesday, January 14, 2020","Monday, January 20, 2020",Standard Class,HR-14770,Hallie Redmond,Home Office,United States,Richmond,Indiana,Central,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,188.8,4,70.312,Online,No,118.488,10.5468
9863,CA-2020-113278,"Tuesday, January 14, 2020","Monday, January 20, 2020",Standard Class,HR-14770,Hallie Redmond,Home Office,United States,Richmond,Indiana,Central,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,102.12,4,2.5452,Online,Yes,99.5748,0.38178
734,CA-2020-131954,"Tuesday, January 21, 2020","Saturday, January 25, 2020",Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,207.97,3,86.3856,Online,No,121.5844,12.95784
2681,CA-2020-127026,"Tuesday, January 21, 2020","Monday, January 27, 2020",Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,Central,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,669.95,5,111.591,COD,Yes,558.359,16.73865
9654,CA-2020-161893,"Thursday, January 23, 2020","Monday, January 27, 2020",Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Tucson,Arizona,West,TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,132.984,2,11.998,Online,Yes,120.986,1.7997
6778,US-2020-166037,"Tuesday, January 28, 2020","Saturday, February 1, 2020",Standard Class,CL-12700,Craig Leslie,Home Office,United States,New York City,New York,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,470.91,9,157.4685,COD,No,313.4415,23.620275
3086,CA-2020-118773,"Sunday, February 9, 2020","Friday, February 14, 2020",Standard Class,TP-21415,Tom Prescott,Consumer,United States,Houston,Texas,Central,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,2154.984,2,15.998,Online,No,2138.986,2.3997
2731,CA-2020-104801,"Thursday, February 13, 2020","Wednesday, February 19, 2020",Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,West,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,835.96,4,343.9828,Online,Yes,491.9772,51.59742
6656,CA-2020-135937,"Thursday, February 20, 2020","Thursday, February 27, 2020",Standard Class,KM-16375,Katherine Murray,Home Office,United States,Gilbert,Arizona,West,TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,131.992,1,4.7988,COD,No,127.1932,0.71982
9318,CA-2020-124940,"Friday, February 21, 2020","Wednesday, February 26, 2020",Standard Class,DK-13090,Dave Kipp,Consumer,United States,Carrollton,Texas,Central,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,973.904,1,-2.994,Online,No,976.898,-0.4491
7228,CA-2020-127397,"Monday, February 24, 2020","Friday, February 28, 2020",Standard Class,ES-14080,Erin Smith,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1333.8,5,214.4675,Online,No,1119.3325,32.170125
2510,CA-2020-163902,"Monday, March 2, 2020","Sunday, March 8, 2020",Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Los Angeles,California,West,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,493.94,6,52.7934,Online,Yes,441.1466,7.91901
3475,CA-2020-111815,"Tuesday, March 3, 2020","Tuesday, March 10, 2020",Standard Class,EP-13915,Emily Phan,Consumer,United States,Dearborn Heights,Michigan,Central,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,125.98,2,42.9914,Online,No,82.9886,6.44871
6576,CA-2020-123085,"Tuesday, March 3, 2020","Sunday, March 8, 2020",Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,Los Angeles,California,West,TEC-AC-10000990,Technology,Accessories,Imation Bio 2GB USB Flash Drive Imation Corp,1099.44,8,440.7648,COD,No,658.6752,66.11472
1372,CA-2020-136672,"Saturday, March 7, 2020","Thursday, March 12, 2020",Standard Class,MG-17890,Michael Granlund,Home Office,United States,Clinton,Maryland,East,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,134.08,3,4.908,COD,No,129.172,0.7362
1926,CA-2020-102834,"Monday, March 9, 2020","Friday, March 13, 2020",Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,234.98,2,69.993,Cards,Yes,164.987,10.49895
8043,US-2020-133081,"Wednesday, March 11, 2020","Sunday, March 15, 2020",Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,Cambridge,Massachusetts,East,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,108.88,4,24.9132,COD,No,83.9668,3.73698
678,US-2020-119438,"Wednesday, March 18, 2020","Monday, March 23, 2020",Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,Central,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",153.816,3,4.5201,Cards,No,149.2959,0.678015
8155,US-2020-143770,"Friday, March 20, 2020","Tuesday, March 24, 2020",Standard Class,RD-19720,Roger Demir,Consumer,United States,Middletown,Connecticut,East,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,252,2,38.08,COD,No,213.92,5.712
2321,CA-2020-165491,"Friday, March 20, 2020","Tuesday, March 24, 2020",Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Seattle,Washington,West,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,302.93,7,63.8232,COD,Yes,239.1068,9.57348
7173,US-2020-141677,"Thursday, March 26, 2020","Monday, March 30, 2020",Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,Central,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,168.96,5,1.7995,Cards,No,167.1605,0.269925
6130,CA-2020-162033,"Thursday, March 26, 2020","Thursday, April 2, 2020",Standard Class,EM-14200,Evan Minnotte,Home Office,United States,Virginia Beach,Virginia,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,120.25,3,20.7675,Cards,No,99.4825,3.115125
9790,CA-2020-144491,"Friday, March 27, 2020","Wednesday, April 1, 2020",Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Houston,Texas,Central,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,139.992,1,6.9986,Cards,Yes,132.9934,1.04979
236,US-2020-100930,"Tuesday, April 7, 2020","Sunday, April 12, 2020",Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,South,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,654.976,3,-7.7247,Online,Yes,662.7007,-1.158705
6379,CA-2020-150623,"Friday, April 10, 2020","Tuesday, April 14, 2020",Standard Class,DB-13360,Dennis Bolton,Home Office,United States,Waterbury,Connecticut,East,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,120.99,1,41.9958,Online,No,78.9942,6.29937
2001,CA-2020-166128,"Saturday, April 11, 2020","Saturday, April 18, 2020",Standard Class,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,West,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,225.95,5,21.9945,Online,Yes,203.9555,3.299175
